,,,,,,
Task number,User name,Status,OPENDATE,OPENTIME,CLOSEDATE,CLOSETIME
53469,RISOFIS,CLS,07/04/2019,9:04:16,07/04/2019,15:23:19
53468,RISOFIS,CLS,07/04/2019,7:53:57,07/04/2019,9:03:39
53467,RISOFIS,CLS,03/04/2019,15:37:58,07/04/2019,7:53:14
53466,RISOFIS,CLS,03/04/2019,14:13:31,03/04/2019,15:37:46
53465,RINURIT,CLS,03/04/2019,13:50:32,07/04/2019,10:47:42
53464,RINURIT,CLS,02/04/2019,15:07:16,03/04/2019,13:48:09
53461,RINURIT,CLS,02/04/2019,13:26:54,02/04/2019,15:06:39
53460,RINURIT,CLS,02/04/2019,11:40:35,02/04/2019,13:26:04
53459,RISOFIS,CLS,02/04/2019,8:22:41,03/04/2019,14:10:49
53458,RILILACH,CLS,01/04/2019,17:30:27,10/04/2019,14:17:44
53457,RISOFIS,CLS,01/04/2019,16:32:04,02/04/2019,8:21:58
53456,RINURIT,CLS,01/04/2019,12:35:25,02/04/2019,11:39:08
53455,RISOFIS,CLS,28/03/2019,15:34:17,01/04/2019,16:31:43
53454,RILILACH,CLS,28/03/2019,12:38:59,01/04/2019,17:30:12
53453,RISOFIS,CLS,28/03/2019,8:27:21,28/03/2019,15:33:50
53452,RISOFIS,CLS,26/03/2019,16:05:54,28/03/2019,8:27:05
53451,RISOFIS,CLS,26/03/2019,14:25:53,26/03/2019,16:05:06
53450,RINURIT,CLS,25/03/2019,13:51:47,01/04/2019,12:34:57
53449,RINURIT,CLS,25/03/2019,9:13:01,25/03/2019,13:51:00
53448,RINURIT,CLS,24/03/2019,11:21:35,25/03/2019,9:12:22
53447,RISOFIS,CLS,21/03/2019,12:00:35,26/03/2019,14:24:53
53446,RISOFIS,CLS,20/03/2019,13:44:13,21/03/2019,11:59:25
53445,RINURIT,CLS,20/03/2019,13:41:03,24/03/2019,11:21:11
53444,RISOFIS,CLS,18/03/2019,13:51:57,20/03/2019,13:43:59
53443,RINURIT,CLS,17/03/2019,14:58:37,20/03/2019,13:40:47
53442,RISOFIS,CLS,17/03/2019,14:36:07,18/03/2019,13:51:07
53441,RINURIT,CLS,17/03/2019,12:42:29,17/03/2019,14:26:00
53440,RISOFIS,CLS,17/03/2019,11:39:46,17/03/2019,14:35:52
53439,RINURIT,CLS,17/03/2019,8:58:24,17/03/2019,12:41:01
53438,RISOFIS,CLS,14/03/2019,14:28:04,17/03/2019,11:39:33
53437,RINURIT,CLS,14/03/2019,14:16:56,17/03/2019,8:57:57
53436,RINURIT,CLS,14/03/2019,11:15:42,14/03/2019,14:05:04
53435,RISOFIS,CLS,14/03/2019,11:12:14,14/03/2019,14:27:50
53434,RINURIT,CLS,14/03/2019,10:42:55,14/03/2019,11:11:47
53433,RINURIT,CLS,13/03/2019,14:15:33,14/03/2019,10:39:44
53432,RINURIT,CLS,13/03/2019,13:44:14,13/03/2019,14:15:12
53431,RISOFIS,CLS,11/03/2019,9:49:33,14/03/2019,11:11:47
53430,RISOFIS,CLS,10/03/2019,14:51:58,11/03/2019,9:48:58
53429,RISOFIS,CLS,10/03/2019,13:51:27,10/03/2019,14:51:41
53428,RISOFIS,CLS,10/03/2019,9:46:49,10/03/2019,13:51:08
53427,RISOFIS,CLS,07/03/2019,14:36:39,10/03/2019,9:46:35
53426,RINURIT,CLS,07/03/2019,14:05:13,13/03/2019,13:43:50
53425,RINURIT,CLS,07/03/2019,10:55:42,07/03/2019,14:04:20
53424,RISOFIS,CLS,07/03/2019,8:35:12,07/03/2019,14:36:21
53423,RINURIT,CLS,06/03/2019,11:54:07,07/03/2019,10:54:31
53422,RISOFIS,CLS,06/03/2019,9:23:22,07/03/2019,8:34:55
53421,RINURIT,CLS,05/03/2019,12:13:57,06/03/2019,11:41:38
53420,RINURIT,CLS,05/03/2019,11:51:25,05/03/2019,12:13:36
53419,RINURIT,CLS,05/03/2019,11:41:05,05/03/2019,11:50:09
53418,RILILACH,CLS,05/03/2019,11:40:49,28/03/2019,12:38:38
53417,RINURIT,CLS,04/03/2019,14:27:45,05/03/2019,11:37:52
53416,RINURIT,CLS,04/03/2019,14:10:59,04/03/2019,14:27:30
53415,RINURIT,CLS,04/03/2019,12:05:33,04/03/2019,14:10:42
53414,RINURIT,CLS,04/03/2019,10:49:40,04/03/2019,12:05:08
53413,RINURIT,CLS,03/03/2019,11:05:37,04/03/2019,10:47:45
53412,RINURIT,CLS,28/02/2019,14:25:55,03/03/2019,11:05:03
53411,RINURIT,CLS,28/02/2019,14:09:33,28/02/2019,14:25:39
53410,RINURIT,CLS,28/02/2019,11:18:12,28/02/2019,14:09:12
53409,RINURIT,CLS,28/02/2019,10:25:34,28/02/2019,11:17:20
53408,RINURIT,CLS,27/02/2019,14:59:50,28/02/2019,10:25:16
53407,RINURIT,CLS,27/02/2019,13:48:41,27/02/2019,14:59:17
53406,RINURIT,CLS,27/02/2019,10:56:16,27/02/2019,13:48:16
53405,RINURIT,CLS,26/02/2019,14:47:50,27/02/2019,10:55:52
53404,RINURIT,CLS,26/02/2019,14:40:04,26/02/2019,14:47:28
53403,RINURIT,CLS,26/02/2019,14:08:28,26/02/2019,14:39:47
53402,RINURIT,CLS,26/02/2019,13:34:32,26/02/2019,14:08:10
53401,RINURIT,CLS,25/02/2019,14:31:54,26/02/2019,13:34:05
53400,RINURIT,CLS,24/02/2019,10:58:55,25/02/2019,14:31:30
53399,RINURIT,CLS,24/02/2019,10:55:50,24/02/2019,10:58:24
53398,RISOFIS,CLS,21/02/2019,15:03:54,06/03/2019,9:22:36
53397,RILILACH,CLS,21/02/2019,12:48:00,05/03/2019,11:40:24
53396,RISOFIS,CLS,21/02/2019,12:17:19,21/02/2019,15:03:38
53395,RISOFIS,CLS,21/02/2019,9:42:30,21/02/2019,12:16:58
53394,RINURIT,CLS,21/02/2019,9:34:36,24/02/2019,10:53:28
53393,RISOFIS,CLS,20/02/2019,15:23:15,21/02/2019,9:42:15
53392,RINURIT,CLS,20/02/2019,11:01:48,21/02/2019,9:34:15
53391,RISOFIS,CLS,19/02/2019,15:36:26,20/02/2019,15:22:58
53390,RINURIT,CLS,19/02/2019,15:05:51,20/02/2019,11:01:20
53389,RINURIT,CLS,19/02/2019,11:06:57,19/02/2019,15:04:42
53388,RISOFIS,CLS,19/02/2019,11:01:57,19/02/2019,15:35:50
53387,RINURIT,CLS,19/02/2019,10:55:57,19/02/2019,11:06:43
53386,RISOFIS,CLS,19/02/2019,9:04:14,19/02/2019,11:00:54
53385,RINURIT,CLS,19/02/2019,9:03:43,19/02/2019,10:55:14
53384,RISOFIS,CLS,18/02/2019,15:55:18,19/02/2019,9:04:00
53383,RISOFIS,CLS,18/02/2019,14:40:26,18/02/2019,15:54:59
53382,RINURIT,CLS,18/02/2019,13:54:00,19/02/2019,8:57:23
53381,RINURIT,CLS,18/02/2019,10:45:25,18/02/2019,13:53:19
53380,RISOFIS,CLS,18/02/2019,10:40:12,18/02/2019,14:40:09
53379,RISOFIS,CLS,18/02/2019,10:28:37,18/02/2019,10:39:35
53378,RINURIT,CLS,18/02/2019,10:01:11,18/02/2019,10:44:39
53377,RISOFIS,CLS,17/02/2019,15:12:22,18/02/2019,10:27:01
53376,RINURIT,CLS,17/02/2019,14:39:55,18/02/2019,10:00:52
53375,RISOFIS,CLS,17/02/2019,13:59:31,17/02/2019,15:12:07
53374,RISOFIS,CLS,17/02/2019,11:35:18,17/02/2019,13:59:13
53373,RINURIT,CLS,17/02/2019,10:14:23,17/02/2019,14:39:24
53372,RISOFIS,CLS,14/02/2019,14:58:07,17/02/2019,11:33:39
53371,RINURIT,CLS,14/02/2019,11:46:25,17/02/2019,10:13:59
53370,RISOFIS,CLS,14/02/2019,11:37:05,14/02/2019,14:57:31
53369,RISOFIS,CLS,14/02/2019,10:07:25,14/02/2019,11:36:45
53368,RISOFIS,CLS,13/02/2019,14:32:36,14/02/2019,10:07:08
53367,RINURIT,CLS,13/02/2019,12:23:26,14/02/2019,11:46:07
53366,RINURIT,CLS,13/02/2019,12:18:36,13/02/2019,12:22:44
53365,RILILACH,CLS,12/02/2019,15:50:54,21/02/2019,12:47:25
53364,RISOFIS,CLS,12/02/2019,15:46:03,13/02/2019,14:32:15
53363,RINURIT,CLS,12/02/2019,15:06:35,13/02/2019,12:18:14
53362,RILILACH,CLS,12/02/2019,14:29:15,12/02/2019,15:50:43
53361,RISOFIS,CLS,11/02/2019,16:01:27,12/02/2019,15:45:43
53360,RINURIT,CLS,11/02/2019,14:38:49,12/02/2019,15:06:14
53359,RISOFIS,CLS,11/02/2019,13:30:22,11/02/2019,16:01:14
53358,RINURIT,CLS,11/02/2019,9:39:29,11/02/2019,14:38:23
53357,RILILACH,CLS,11/02/2019,9:02:05,12/02/2019,14:28:43
53356,RISOFIS,CLS,10/02/2019,15:56:32,11/02/2019,13:30:07
53355,RISOFIS,CLS,10/02/2019,15:30:19,10/02/2019,15:56:16
53354,RILILACH,CLS,10/02/2019,15:07:21,11/02/2019,8:46:43
53353,RILILACH,CLS,10/02/2019,14:03:22,10/02/2019,15:05:46
53352,RINURIT,CLS,10/02/2019,10:46:28,11/02/2019,9:39:13
53351,RINURIT,CLS,10/02/2019,8:37:03,10/02/2019,10:46:06
53350,RISOFIS,CLS,07/02/2019,16:16:22,10/02/2019,15:30:03
53349,RISOFIS,CLS,07/02/2019,7:43:53,07/02/2019,16:15:34
53348,RISOFIS,CLS,06/02/2019,16:03:31,07/02/2019,7:43:29
53347,RILILACH,CLS,06/02/2019,16:00:20,10/02/2019,13:26:51
53346,RINURIT,CLS,06/02/2019,11:23:06,10/02/2019,8:35:16
53345,RINURIT,CLS,06/02/2019,11:14:55,06/02/2019,11:22:49
53344,RILILACH,CLS,05/02/2019,11:54:09,06/02/2019,16:00:01
53343,RISOFIS,CLS,05/02/2019,10:42:50,06/02/2019,16:03:05
53342,RISOFIS,CLS,05/02/2019,9:08:00,05/02/2019,10:42:38
53341,RISOFIS,CLS,04/02/2019,16:08:04,05/02/2019,9:07:42
53340,RINURIT,CLS,04/02/2019,10:21:23,06/02/2019,11:13:49
53339,RISOFIS,CLS,03/02/2019,10:49:42,04/02/2019,16:07:20
53338,RISOFIS,CLS,31/01/2019,15:26:58,03/02/2019,10:49:20
53337,RISOFIS,CLS,31/01/2019,13:48:12,31/01/2019,15:26:41
53336,RISOFIS,CLS,30/01/2019,15:24:02,31/01/2019,13:47:59
53335,RISOFIS,CLS,30/01/2019,7:50:56,30/01/2019,15:23:45
53334,RISOFIS,CLS,30/01/2019,7:47:15,30/01/2019,7:50:43
53331,RILILACH,CLS,29/01/2019,11:16:00,05/02/2019,11:53:52
53330,RILILACH,CLS,29/01/2019,11:13:53,29/01/2019,11:15:46
53329,RISOFIS,CLS,28/01/2019,15:02:42,30/01/2019,7:46:41
53328,RILILACH,CLS,28/01/2019,12:00:36,29/01/2019,11:13:36
53325,RILILACH,CLS,28/01/2019,10:38:57,28/01/2019,12:00:22
53324,RISOFIS,CLS,28/01/2019,8:08:12,28/01/2019,15:02:17
53323,RISOFIS,CLS,27/01/2019,15:50:22,28/01/2019,8:07:55
53322,RISOFIS,CLS,27/01/2019,14:57:21,27/01/2019,15:48:57
53321,RISOFIS,CLS,27/01/2019,13:09:01,27/01/2019,14:56:50
53320,RISOFIS,CLS,27/01/2019,11:02:24,27/01/2019,13:08:18
53319,RISOFIS,CLS,24/01/2019,11:27:36,27/01/2019,11:02:03
53318,RILILACH,CLS,23/01/2019,17:26:31,28/01/2019,10:38:32
53317,RILILACH,CLS,23/01/2019,17:20:05,23/01/2019,17:25:04
53316,RISOFIS,CLS,22/01/2019,15:35:42,24/01/2019,11:27:12
53315,RISOFIS,CLS,21/01/2019,14:38:45,22/01/2019,15:35:22
53314,RISOFIS,CLS,20/01/2019,15:44:09,21/01/2019,14:38:27
53313,RINURIT,CLS,16/01/2019,12:23:51,04/02/2019,10:20:26
53312,RINURIT,CLS,15/01/2019,13:55:15,16/01/2019,12:23:33
53311,RINURIT,CLS,15/01/2019,12:33:46,15/01/2019,13:53:56
53310,RINURIT,CLS,15/01/2019,11:16:22,15/01/2019,12:27:03
53309,RINURIT,CLS,15/01/2019,10:24:16,15/01/2019,11:16:08
53308,RINURIT,CLS,15/01/2019,9:07:41,15/01/2019,10:23:47
53307,RILILACH,CLS,14/01/2019,13:44:27,23/01/2019,17:19:38
53306,RINURIT,CLS,14/01/2019,13:31:31,15/01/2019,9:07:24
53305,RINURIT,CLS,14/01/2019,11:15:24,14/01/2019,13:30:03
53304,RINURIT,CLS,13/01/2019,15:10:34,14/01/2019,11:14:57
53303,RINURIT,CLS,13/01/2019,14:33:51,13/01/2019,15:08:09
53302,RINURIT,CLS,13/01/2019,9:26:16,13/01/2019,14:28:02
53301,RINURIT,CLS,13/01/2019,9:04:56,13/01/2019,9:25:51
53300,RISOFIS,CLS,10/01/2019,16:17:27,20/01/2019,15:43:52
53299,RILILACH,CLS,09/01/2019,14:58:49,14/01/2019,13:38:26
53298,RILILACH,CLS,09/01/2019,8:41:52,09/01/2019,12:36:56
53297,RISOFIS,CLS,09/01/2019,8:20:55,10/01/2019,16:17:11
53296,RISOFIS,CLS,09/01/2019,7:44:39,09/01/2019,8:20:34
53295,RINURIT,CLS,08/01/2019,13:37:43,13/01/2019,8:57:54
53294,RINURIT,CLS,08/01/2019,13:26:20,08/01/2019,13:35:15
53293,RISOFIS,CLS,08/01/2019,8:25:32,09/01/2019,7:44:18
53291,RINURIT,CLS,07/01/2019,15:00:33,08/01/2019,13:25:52
53290,RISOFIS,CLS,07/01/2019,14:21:32,08/01/2019,8:24:51
53289,RINURIT,CLS,07/01/2019,14:09:41,07/01/2019,15:00:15
53288,RISTASP,CLS,07/01/2019,11:36:50,24/02/2020,13:41:26
53287,RISOFIS,CLS,07/01/2019,10:48:47,07/01/2019,14:20:26
53286,RISOFIS,CLS,06/01/2019,15:47:23,07/01/2019,10:47:32
53285,RINURIT,CLS,06/01/2019,14:56:24,07/01/2019,14:09:19
53284,RISOFIS,CLS,06/01/2019,13:45:10,06/01/2019,15:47:07
53283,RINURIT,CLS,06/01/2019,9:18:10,06/01/2019,14:54:46
53282,RISOFIS,CLS,03/01/2019,15:31:59,06/01/2019,13:44:54
53281,RINURIT,CLS,03/01/2019,9:16:29,06/01/2019,9:17:49
53280,RISOFIS,CLS,02/01/2019,13:27:35,03/01/2019,15:31:41
53279,RINURIT,CLS,02/01/2019,11:31:52,03/01/2019,9:15:33
53278,RINURIT,CLS,02/01/2019,11:23:31,02/01/2019,11:31:21
53277,RINURIT,CLS,01/01/2019,10:34:05,02/01/2019,11:20:35
53276,RISOFIS,CLS,31/12/2018,10:39:23,02/01/2019,13:27:17
53275,RINURIT,CLS,31/12/2018,9:57:56,01/01/2019,10:33:33
53274,RIEDNAM,CLS,31/12/2018,9:41:10,31/12/2018,9:41:57
53273,RISOFIS,CLS,31/12/2018,8:34:51,31/12/2018,9:17:30
53272,RINURIT,CLS,31/12/2018,8:34:48,31/12/2018,9:17:28
53271,RIEDNAM,CLS,31/12/2018,8:18:55,31/12/2018,6:27:57
53268,RINURIT,CLS,27/12/2018,14:27:55,31/12/2018,8:32:39
53267,RISOFIS,CLS,27/12/2018,11:42:05,30/12/2018,15:42:41
53266,RISOFIS,CLS,26/12/2018,15:46:23,27/12/2018,11:41:44
53264,RISOFIS,CLS,25/12/2018,14:02:02,26/12/2018,15:46:03
53263,RINURIT,CLS,25/12/2018,11:21:07,27/12/2018,14:27:09
53262,RISOFIS,CLS,25/12/2018,10:42:09,25/12/2018,14:01:25
53261,RINURIT,CLS,24/12/2018,8:38:47,25/12/2018,11:20:51
53260,RISOFIS,CLS,23/12/2018,14:57:21,25/12/2018,10:41:49
53259,RINURIT,CLS,23/12/2018,12:08:26,24/12/2018,8:30:03
53258,RINURIT,CLS,23/12/2018,9:41:27,23/12/2018,12:08:07
53257,RISOFIS,CLS,20/12/2018,14:59:14,23/12/2018,14:56:58
53256,RINURIT,CLS,20/12/2018,14:19:28,23/12/2018,9:39:53
53255,RINURIT,CLS,20/12/2018,12:38:01,20/12/2018,14:17:59
53253,RINURIT,CLS,18/12/2018,14:27:29,20/12/2018,12:37:37
53252,RINURIT,CLS,18/12/2018,10:21:21,18/12/2018,14:25:04
53251,RINURIT,CLS,18/12/2018,8:39:52,18/12/2018,10:13:39
53250,RISOFIS,CLS,17/12/2018,14:48:48,20/12/2018,14:58:52
53249,RINURIT,CLS,17/12/2018,13:27:33,18/12/2018,8:39:28
53248,RINURIT,CLS,17/12/2018,12:12:57,17/12/2018,13:26:52
53247,RISOFIS,CLS,17/12/2018,11:21:19,17/12/2018,14:48:19
53246,RISOFIS,CLS,17/12/2018,9:37:49,17/12/2018,11:20:56
53245,RINURIT,CLS,17/12/2018,9:21:50,17/12/2018,12:11:11
53244,RINURIT,CLS,16/12/2018,14:40:12,17/12/2018,9:12:58
53243,RINURIT,CLS,16/12/2018,10:29:02,16/12/2018,14:37:47
53242,RINURIT,CLS,16/12/2018,10:20:27,16/12/2018,10:27:56
53241,RIEDNAM,CLS,16/12/2018,10:18:33,16/12/2018,10:19:35
53240,RISOFIS,CLS,13/12/2018,14:46:41,17/12/2018,9:37:13
53239,RISOFIS,CLS,13/12/2018,13:27:51,13/12/2018,14:46:21
53238,RINURIT,CLS,10/12/2018,12:13:45,16/12/2018,9:54:57
53237,RINURIT,CLS,10/12/2018,10:21:19,10/12/2018,12:13:10
53236,RISOFIS,CLS,10/12/2018,9:36:28,13/12/2018,13:27:25
53235,RIEDNAM,CLS,09/12/2018,14:06:06,09/12/2018,14:07:02
53233,RIEDNAM,CLS,06/12/2018,9:01:40,06/12/2018,9:03:06
53230,RINURIT,CLS,04/12/2018,14:56:14,09/12/2018,9:42:07
53229,RINURIT,CLS,04/12/2018,10:35:47,04/12/2018,14:53:49
53228,RISOFIS,CLS,04/12/2018,8:54:32,09/12/2018,9:42:50
53227,RISOFIS,CLS,03/12/2018,15:12:16,04/12/2018,8:54:02
53226,RINURIT,CLS,03/12/2018,8:38:18,04/12/2018,10:23:58
53225,RISOFIS,CLS,02/12/2018,14:05:01,03/12/2018,15:11:36
53224,RINURIT,CLS,02/12/2018,10:53:02,02/12/2018,14:54:34
53223,RINURIT,CLS,29/11/2018,9:17:43,02/12/2018,10:52:41
53222,RINURIT,CLS,28/11/2018,12:03:42,28/11/2018,14:11:35
53221,RISOFIS,CLS,27/11/2018,12:01:43,02/12/2018,14:04:43
53220,RISOFIS,CLS,27/11/2018,9:05:08,27/11/2018,12:01:18
53219,RINURIT,CLS,26/11/2018,14:13:49,28/11/2018,12:03:24
53218,RINURIT,CLS,25/11/2018,13:47:16,26/11/2018,14:13:24
53217,RINURIT,CLS,25/11/2018,10:27:01,25/11/2018,13:47:01
53216,RISOFIS,CLS,22/11/2018,13:31:22,27/11/2018,9:04:51
53215,RINURIT,CLS,22/11/2018,11:25:54,25/11/2018,10:26:33
53214,RINURIT,CLS,22/11/2018,11:06:03,22/11/2018,11:25:30
53213,RINURIT,CLS,22/11/2018,11:01:48,22/11/2018,11:03:54
53212,RINURIT,CLS,18/11/2018,11:02:16,22/11/2018,11:01:22
53211,RISOFIS,CLS,18/11/2018,8:55:28,22/11/2018,13:31:06
53210,RINURIT,CLS,15/11/2018,14:34:18,18/11/2018,11:01:43
53209,RISOFIS,CLS,15/11/2018,13:25:04,18/11/2018,8:55:11
53208,RINURIT,CLS,15/11/2018,9:20:58,15/11/2018,14:30:15
53207,RISOFIS,CLS,14/11/2018,14:36:20,15/11/2018,13:24:48
53206,RINURIT,CLS,14/11/2018,11:19:51,15/11/2018,9:20:11
53205,RINURIT,CLS,14/11/2018,9:38:15,14/11/2018,11:19:24
53204,RINURIT,CLS,13/11/2018,11:21:51,14/11/2018,9:33:24
53203,RISOFIS,CLS,13/11/2018,8:53:02,14/11/2018,14:36:05
53202,RINURIT,CLS,12/11/2018,15:03:17,13/11/2018,11:21:29
53201,RINURIT,CLS,12/11/2018,12:13:42,12/11/2018,15:02:55
53200,RINURIT,CLS,12/11/2018,12:04:48,12/11/2018,12:13:13
53199,RISOFIS,CLS,11/11/2018,14:18:30,13/11/2018,8:52:45
53198,RISOFIS,CLS,11/11/2018,11:58:58,11/11/2018,14:18:14
53197,RINURIT,CLS,11/11/2018,10:59:13,12/11/2018,12:03:59
53196,RINURIT,CLS,08/11/2018,13:46:39,11/11/2018,10:51:18
53195,RILILACH,CLS,07/11/2018,16:04:44,09/12/2018,9:44:53
53194,RISOFIS,CLS,07/11/2018,15:10:00,11/11/2018,11:58:42
53193,RINURIT,CLS,07/11/2018,11:31:02,08/11/2018,13:46:14
53192,RINURIT,CLS,07/11/2018,10:53:29,07/11/2018,11:29:59
53191,RISOFIS,CLS,07/11/2018,10:09:48,07/11/2018,15:09:42
53190,RINURIT,CLS,06/11/2018,14:26:15,07/11/2018,10:52:55
53189,RISOFIS,CLS,06/11/2018,14:17:42,07/11/2018,10:08:51
53188,RISOFIS,CLS,06/11/2018,12:32:38,06/11/2018,14:17:26
53187,RISOFIS,CLS,06/11/2018,12:21:29,06/11/2018,12:32:23
53186,RISOFIS,CLS,06/11/2018,12:13:44,06/11/2018,12:21:14
53185,RISOFIS,CLS,05/11/2018,15:34:49,06/11/2018,12:13:30
53184,RISOFIS,CLS,04/11/2018,14:07:38,05/11/2018,15:34:32
53183,RINURIT,CLS,04/11/2018,10:52:40,06/11/2018,14:25:56
53182,RISOFIS,CLS,04/11/2018,10:41:09,04/11/2018,14:07:21
53181,RISOFIS,CLS,04/11/2018,7:48:38,04/11/2018,10:40:50
53180,RISOFIS,CLS,01/11/2018,15:47:26,04/11/2018,7:48:20
53179,RINURIT,CLS,29/10/2018,13:41:42,04/11/2018,9:35:30
53178,RISOFIS,CLS,29/10/2018,11:58:02,01/11/2018,15:47:10
53177,RINURIT,CLS,28/10/2018,11:03:11,29/10/2018,13:41:18
53176,RISOFIS,CLS,25/10/2018,15:31:50,29/10/2018,11:57:45
53175,RISOFIS,CLS,25/10/2018,11:32:53,25/10/2018,15:30:35
53174,RISOFIS,CLS,24/10/2018,15:24:01,25/10/2018,11:32:35
53173,RISOFIS,CLS,24/10/2018,14:27:34,24/10/2018,15:23:43
53172,RILILACH,CLS,24/10/2018,13:15:22,07/11/2018,16:04:28
53171,RISOFIS,CLS,23/10/2018,14:01:47,24/10/2018,14:27:19
53170,RINURIT,CLS,23/10/2018,10:42:18,28/10/2018,11:02:43
53169,RISOFIS,CLS,22/10/2018,13:45:50,23/10/2018,14:01:24
53168,RINURIT,CLS,21/10/2018,14:13:47,23/10/2018,10:41:40
53167,RINURIT,CLS,21/10/2018,12:49:03,21/10/2018,14:13:12
53166,RISOFIS,CLS,21/10/2018,11:12:35,22/10/2018,13:45:36
53165,RINURIT,CLS,21/10/2018,10:39:15,21/10/2018,12:48:50
53164,RINURIT,CLS,21/10/2018,9:21:04,21/10/2018,10:37:49
53163,RINURIT,CLS,18/10/2018,13:29:28,21/10/2018,9:19:53
53162,RINURIT,CLS,18/10/2018,10:41:42,18/10/2018,13:29:11
53161,RINURIT,CLS,17/10/2018,14:40:16,18/10/2018,10:37:38
53160,RINURIT,CLS,17/10/2018,14:20:51,17/10/2018,14:39:45
53159,RINURIT,CLS,17/10/2018,11:31:20,17/10/2018,14:20:20
53158,RINURIT,CLS,16/10/2018,13:58:01,17/10/2018,11:30:55
53157,RISOFIS,CLS,16/10/2018,10:12:55,21/10/2018,11:12:22
53156,RINURIT,CLS,16/10/2018,9:13:57,16/10/2018,13:57:39
53155,RINURIT,CLS,16/10/2018,9:08:56,16/10/2018,9:13:39
53154,RISOFIS,CLS,16/10/2018,8:48:14,16/10/2018,10:12:30
53153,RISOFIS,CLS,16/10/2018,8:29:21,16/10/2018,8:47:59
53152,RISOFIS,CLS,15/10/2018,13:24:23,16/10/2018,8:29:04
53151,RISOFIS,CLS,15/10/2018,9:44:16,15/10/2018,13:24:06
53150,RINURIT,CLS,14/10/2018,9:29:15,16/10/2018,9:08:29
53149,RINURIT,CLS,11/10/2018,20:05:14,14/10/2018,9:29:00
53148,RINURIT,CLS,11/10/2018,13:51:16,11/10/2018,20:04:26
53147,RINURIT,CLS,11/10/2018,12:17:51,11/10/2018,13:50:34
53146,RINURIT,CLS,11/10/2018,10:57:07,11/10/2018,11:52:06
53145,RIEDNAM,CLS,11/10/2018,10:17:00,11/10/2018,10:17:37
53144,RINURIT,CLS,07/10/2018,14:29:39,11/10/2018,10:16:43
53143,RINURIT,CLS,07/10/2018,9:32:15,07/10/2018,14:29:26
53142,RINURIT,CLS,04/10/2018,14:42:00,07/10/2018,9:31:49
53141,RINURIT,CLS,04/10/2018,13:32:01,04/10/2018,14:41:39
53140,RISOFIS,CLS,04/10/2018,8:53:07,15/10/2018,9:44:03
53139,RINURIT,CLS,03/10/2018,9:10:20,04/10/2018,13:31:37
53138,RINURIT,CLS,03/10/2018,8:50:06,03/10/2018,9:08:38
53137,RINURIT,CLS,02/10/2018,11:06:01,03/10/2018,8:49:36
53136,RINURIT,CLS,27/09/2018,11:47:20,02/10/2018,11:05:21
53135,RINURIT,CLS,26/09/2018,14:19:43,27/09/2018,11:46:58
53134,RINURIT,CLS,26/09/2018,14:04:24,26/09/2018,14:19:30
53133,RISOFIS,CLS,26/09/2018,13:35:19,04/10/2018,8:52:53
53132,RISOFIS,CLS,26/09/2018,9:57:24,26/09/2018,13:35:05
53131,RISOFIS,CLS,25/09/2018,11:55:44,26/09/2018,9:57:09
53130,RISOFIS,CLS,25/09/2018,11:45:56,25/09/2018,11:55:30
53129,RINURIT,CLS,20/09/2018,11:16:03,26/09/2018,13:51:22
53128,RINURIT,CLS,17/09/2018,11:16:32,20/09/2018,11:15:40
53127,RINURIT,CLS,16/09/2018,12:22:38,17/09/2018,11:16:14
53126,RINURIT,CLS,16/09/2018,9:58:54,16/09/2018,12:21:43
53125,RISOFIS,CLS,16/09/2018,9:13:06,25/09/2018,11:45:18
53124,RISOFIS,CLS,13/09/2018,11:48:13,16/09/2018,9:05:08
53123,RINURIT,CLS,06/09/2018,13:36:18,16/09/2018,9:55:01
53122,RISOFIS,CLS,05/09/2018,11:20:56,13/09/2018,11:47:58
53121,RISOFIS,CLS,05/09/2018,10:18:52,05/09/2018,11:20:42
53120,RISOFIS,CLS,05/09/2018,9:23:30,05/09/2018,10:18:05
53119,RINURIT,CLS,04/09/2018,11:20:40,06/09/2018,13:35:58
53118,RINURIT,CLS,04/09/2018,9:03:24,04/09/2018,11:20:13
53117,RISOFIS,CLS,04/09/2018,7:48:15,05/09/2018,9:23:18
53116,RISOFIS,CLS,03/09/2018,13:32:07,04/09/2018,7:47:46
53115,RISOFIS,CLS,03/09/2018,9:13:46,03/09/2018,13:31:22
53114,RINURIT,CLS,03/09/2018,8:31:04,04/09/2018,8:55:36
53113,RISOFIS,CLS,02/09/2018,15:29:41,03/09/2018,9:13:01
53112,RINURIT,CLS,02/09/2018,14:24:07,03/09/2018,8:30:52
53111,RINURIT,CLS,02/09/2018,11:08:27,02/09/2018,14:21:41
53110,RINURIT,CLS,02/09/2018,10:17:46,02/09/2018,11:08:12
53109,RISOFIS,CLS,02/09/2018,10:13:27,02/09/2018,15:29:29
53108,RISOFIS,CLS,29/08/2018,12:13:45,02/09/2018,10:13:08
53107,RINURIT,CLS,29/08/2018,10:48:24,02/09/2018,9:52:46
53106,RISOFIS,CLS,28/08/2018,16:25:22,29/08/2018,12:13:32
53105,RINURIT,CLS,28/08/2018,10:58:40,29/08/2018,10:47:59
53104,RINURIT,CLS,27/08/2018,13:44:22,28/08/2018,10:58:21
53103,RINURIT,CLS,23/08/2018,11:31:45,27/08/2018,13:44:06
